_3eme_filles;qp_a_proximite_o_n;nb_candidats_g;taux_de_reussite_g;nb_mentions_tb_g;taux_d_acces_6eme_3eme
124;Hors QP         ;163;75.0;11;94.0
124;Hors QP         ;222;67.0;13;96.0
237;Hors QP         ;398;58.0;18;94.0
237;Hors QP         ;400;65.0;50;95.0
217;Hors QP         ;267;80.0;14;96.0
217;Hors QP         ;355;74.0;15;96.0
247;Hors QP         ;392;63.0;25;95.0
247;Hors QP         ;451;58.0;21;93.0
46;Dans QP+200m    ;39;100.0;7;93.0
46;Dans QP+200m    ;40;85.0;11;89.0
74;Dans QP+200-300m;138;84.0;33;93.0
74;Dans QP+200-300m;161;83.0;31;88.0
78;Dans QP+200m    ;126;79.0;28;91.0
78;Dans QP+200m    ;120;81.0;30;92.0
51;Dans QP+200-300m;76;80.0;18;80.0
51;Dans QP+200-300m;81;91.0;26;80.0
40;Dans QP         ;56;91.0;14;89.0
40;Dans QP         ;63;87.0;12;76.0
87;Hors QP         ;131;69.0;21;88.0
87;Hors QP         ;158;66.0;7;89.0
38;Hors QP         ;56;88.0;15;84.0
38;Hors QP         ;70;87.0;11;80.0
53;Dans QP+200-300m;97;88.0;15;88.0
53;Dans QP+200-300m;85;86.0;17;85.0
45;Dans QP+200m    ;76;83.0;15;89.0
45;Dans QP+200m    ;76;95.0;20;89.0
76;Dans QP         ;112;84.0;15;82.0
76;Dans QP         ;112;88.0;17;90.0
89;Hors QP         ;117;89.0;31;89.0
89;Hors QP         ;137;91.0;40;92.0
73;Dans QP+200m    ;72;85.0;20;84.0
73;Dans QP+200m    ;80;89.0;11;90.0
32;Dans QP+200m    ;51;84.0;7;78.0
32;Dans QP+200m    ;47;89.0;7;85.0
60;Dans QP+200-300m;83;90.0;12;88.0
60;Dans QP+200-300m;102;79.0;22;83.0
37;Dans QP+200m    ;50;88.0;7;97.0
37;Dans QP+200m    ;50;74.0;10;91.0
101;Hors QP         ;176;84.0;25;94.0
101;Hors QP         ;187;83.0;37;92.0
72;Hors QP         ;144;87.0;36;95.0
72;Hors QP         ;113;87.0;16;88.0
58;Dans QP+200m    ;82;84.0;24;92.0
58;Dans QP+200m    ;72;93.0;20;93.0
50;Hors QP         ;90;73.0;12;89.0
50;Hors QP         ;95;87.0;22;83.0
55;Hors QP         ;105;89.0;29;95.0
55;Hors QP         ;106;85.0;33;95.0
66;Dans QP+200m    ;110;90.0;41;81.0
66;Dans QP+200m    ;78;73.0;18;86.0
46;Dans QP+200-300m;98;57.0;7;93.0
46;Dans QP+200-300m;99;76.0;17;93.0
18;Dans QP+200-300m;45;78.0;9;87.0
18;Dans QP+200-300m;34;74.0;7;83.0
26;Dans QP+200m    ;40;88.0;14;86.0
26;Dans QP+200m    ;61;69.0;14;85.0
36;Dans QP+200m    ;54;87.0;13;86.0
36;Dans QP+200m    ;59;83.0;5;91.0
34;Dans QP         ;64;69.0;12;86.0
34;Dans QP         ;58;69.0;7;90.0
38;Hors QP         ;47;83.0;11;95.0
38;Hors QP         ;52;77.0;5;91.0
72;Dans QP+200m    ;119;63.0;25;93.0
72;Dans QP+200m    ;110;85.0;21;94.0
38;Dans QP+200m    ;84;85.0;23;95.0
38;Dans QP+200m    ;101;85.0;23;88.0
55;Dans QP+200-300m;83;78.0;11;95.0
55;Dans QP+200-300m;115;61.0;11;93.0
50;Dans QP+200m    ;83;80.0;12;92.0
50;Dans QP+200m    ;86;81.0;24;89.0
61;Dans QP+200m    ;154;81.0;26;80.0
61;Dans QP+200m    ;138;78.0;26;84.0
79;Dans QP+200m    ;156;83.0;25;87.0
79;Dans QP+200m    ;142;81.0;23;86.0
76;Dans QP+200m    ;148;61.0;8;89.0
76;Dans QP+200m    ;122;77.0;11;88.0
68;Hors QP         ;107;77.0;17;87.0
68;Hors QP         ;111;91.0;27;89.0
41;Dans QP+200m    ;62;69.0;2;88.0
41;Dans QP+200m    ;62;82.0;3;85.0
82;Dans QP         ;107;68.0;8;87.0
82;Dans QP         ;117;74.0;18;88.0
131;Hors QP         ;189;79.0;26;90.0
131;Hors QP         ;185;79.0;27;85.0
93;Hors QP         ;181;97.0;22;92.0
93;Hors QP         ;184;79.0;17;86.0
55;Dans QP         ;65;91.0;5;83.0
55;Dans QP         ;57;89.0;5;93.0
43;Hors QP         ;75;89.0;11;86.0
43;Hors QP         ;59;90.0;13;91.0
64;Hors QP         ;97;65.0;1;89.0
64;Hors QP         ;118;75.0;4;94.0
141;Dans QP+200m    ;188;83.0;11;82.0
141;Dans QP+200m    ;175;90.0;28;77.0
85;Dans QP         ;115;80.0;12;84.0
85;Dans QP         ;90;84.0;16;91.0
95;Dans QP         ;150;75.0;2;83.0
95;Dans QP         ;149;79.0;7;75.0
85;Dans QP         ;151;96.0;46;89.0
85;Dans QP         ;194;79.0;24;92.0
109;Dans QP         ;163;78.0;5;90.0
109;Dans QP         ;159;79.0;4;87.0
105;Dans QP         ;164;60.0;8;88.0
105;Dans QP         ;166;59.0;7;91.0
60;Hors QP         ;107;67.0;20;95.0
60;Hors QP         ;110;68.0;13;94.0
65;Dans QP         ;86;73.0;18;88.0
65;Dans QP         ;104;70.0;10;91.0
27;Hors QP         ;45;84.0;7;96.0
27;Hors QP         ;60;85.0;15;93.0
77;Dans QP+200m    ;116;75.0;6;89.0
77;Dans QP+200m    ;130;68.0;6;90.0
100;Hors QP         ;155;82.0;26;87.0
100;Hors QP         ;143;80.0;15;91.0
39;Hors QP         ;66;92.0;12;95.0
39;Hors QP         ;69;94.0;17;98.0
61;Hors QP         ;130;88.0;36;96.0
61;Hors QP         ;98;87.0;25;99.0
45;Hors QP         ;78;72.0;15;95.0
45;Hors QP         ;76;78.0;27;97.0
47;Dans QP+200m    ;67;78.0;8;85.0
47;Dans QP+200m    ;87;67.0;4;89.0
73;Hors QP         ;94;80.0;31;93.0
73;Hors QP         ;105;84.0;26;89.0
79;Dans QP+200m    ;113;75.0;11;92.0
79;Dans QP+200m    ;94;65.0;9;89.0
36;Dans QP+200m    ;68;84.0;11;87.0
36;Dans QP+200m    ;67;75.0;15;80.0
24;Hors QP         ;54;83.0;10;90.0
24;Hors QP         ;58;74.0;9;86.0
41;Dans QP+200m    ;88;83.0;17;95.0
41;Dans QP+200m    ;74;86.0;17;92.0
57;Hors QP         ;73;81.0;9;83.0
57;Hors QP         ;78;88.0;12;93.0
49;Hors QP         ;69;78.0;6;90.0
49;Hors QP         ;79;67.0;13;93.0
75;Dans QP+200m    ;169;96.0;52;88.0
75;Dans QP+200m    ;169;98.0;64;94.0
61;Hors QP         ;43;86.0;1;75.0
61;Hors QP         ;76;68.0;11;78.0
61;Hors QP         ;106;92.0;20;80.0
61;Hors QP         ;106;94.0;27;75.0
34;Hors QP         ;79;73.0;7;84.0
34;Hors QP         ;67;75.0;8;82.0
53;Hors QP         ;94;67.0;7;86.0
53;Hors QP         ;72;74.0;6;96.0
39;Hors QP         ;62;95.0;20;85.0
39;Hors QP         ;55;85.0;22;89.0
46;Dans QP         ;99;94.0;13;84.0
46;Dans QP         ;72;79.0;4;84.0
56;Dans QP+200m    ;118;64.0;11;81.0
56;Dans QP+200m    ;115;74.0;7;80.0
86;Hors QP         ;136;83.0;25;92.0
86;Hors QP         ;114;82.0;28;94.0
53;Dans QP+200m    ;72;79.0;7;90.0
53;Dans QP+200m    ;74;76.0;5;83.0
37;Dans QP+200m    ;67;75.0;16;91.0
37;Dans QP+200m    ;71;86.0;15;90.0
68;Dans QP+200-300m;108;95.0;34;95.0
68;Dans QP+200-300m;138;99.0;35;96.0
59;Dans QP+200m    ;143;87.0;46;92.0
59;Dans QP+200m    ;121;86.0;34;95.0
42;Hors QP         ;50;96.0;2;91.0
42;Hors QP         ;73;85.0;8;91.0
56;Dans QP+200m    ;93;86.0;19;91.0
56;Dans QP+200m    ;109;76.0;19;93.0
48;Dans QP         ;79;85.0;14;95.0
48;Dans QP         ;82;72.0;9;88.0
52;Dans QP         ;99;89.0;15;88.0
52;Dans QP         ;95;79.0;10;86.0
50;Dans QP+200m    ;95;91.0;26;96.0
50;Dans QP+200m    ;89;92.0;22;96.0
62;Hors QP         ;111;86.0;22;86.0
62;Hors QP         ;78;99.0;21;93.0
43;Hors QP         ;71;94.0;23;96.0
43;Hors QP         ;98;86.0;33;96.0
72;Hors QP         ;101;83.0;21;93.0
72;Hors QP         ;110;79.0;15;97.0
72;Dans QP+200m    ;122;85.0;35;94.0
72;Dans QP+200m    ;107;88.0;34;96.0
62;Dans QP+200m    ;82;79.0;4;91.0
62;Dans QP+200m    ;100;87.0;19;88.0
39;Hors QP         ;66;79.0;12;95.0
39;Hors QP         ;78;90.0;16;93.0
49;Hors QP         ;83;93.0;27;92.0
49;Hors QP         ;77;97.0;21;94.0
94;Hors QP         ;154;88.0;17;94.0
94;Hors QP         ;126;79.0;23;94.0
90;Dans QP+200m    ;119;91.0;18;92.0
90;Dans QP+200m    ;127;92.0;20;94.0
74;Hors QP         ;133;86.0;44;96.0
74;Hors QP         ;109;88.0;27;97.0
46;Hors QP         ;99;80.0;21;93.0
46;Hors QP         ;108;90.0;29;93.0
92;Dans QP+200m    ;157;94.0;49;92.0
92;Dans QP+200m    ;155;97.0;54;93.0
57;Dans QP+200m    ;63;94.0;6;92.0
57;Dans QP+200m    ;51;94.0;10;84.0
35;Dans QP+200-300m;120;97.0;28;93.0
35;Dans QP+200-300m;127;84.0;31;87.0
34;Dans QP         ;74;96.0;7;81.0
34;Dans QP         ;88;80.0;8;84.0
70;Dans QP+200m    ;88;81.0;15;96.0
70;Dans QP+200m    ;78;99.0;24;93.0
29;Dans QP+200m    ;73;85.0;15;90.0
29;Dans QP+200m    ;83;90.0;15;91.0
75;Dans QP+200m    ;118;64.0;16;93.0
75;Dans QP+200m    ;107;87.0;19;92.0
61;Dans QP+200m    ;133;83.0;23;94.0
61;Dans QP+200m    ;150;91.0;35;92.0
63;Dans QP         ;99;80.0;12;88.0
63;Dans QP         ;117;77.0;13;85.0
88;Dans QP+200m    ;135;80.0;13;88.0
88;Dans QP+200m    ;160;76.0;17;94.0
75;Hors QP         ;124;99.0;34;93.0
75;Hors QP         ;130;88.0;27;92.0
106;Dans QP         ;187;82.0;22;92.0
106;Dans QP         ;169;79.0;22;90.0
89;Dans QP+200m    ;179;82.0;45;91.0
89;Dans QP+200m    ;158;76.0;21;92.0
79;Dans QP+200-300m;178;84.0;34;95.0
79;Dans QP+200-300m;152;86.0;41;94.0
59;Hors QP         ;74;70.0;7;90.0
59;Hors QP         ;85;85.0;11;86.0
74;Dans QP+200-300m;151;70.0;13;92.0
74;Dans QP+200-300m;155;83.0;18;91.0
50;Dans QP         ;79;91.0;8;83.0
50;Dans QP         ;107;79.0;9;93.0
88;Dans QP+200m    ;158;87.0;20;90.0
88;Dans QP+200m    ;127;94.0;33;91.0
42;Dans QP+200-300m;96;90.0;8;95.0
42;Dans QP+200-300m;74;91.0;18;92.0
87;Dans QP         ;160;81.0;26;86.0
87;Dans QP         ;161;87.0;29;92.0
90;Dans QP+200-300m;162;90.0;38;94.0
90;Dans QP+200-300m;173;94.0;70;93.0
75;Dans QP+200m    ;121;90.0;29;91.0
75;Dans QP+200m    ;143;82.0;21;86.0
61;Dans QP+200m    ;110;87.0;19;89.0
61;Dans QP+200m    ;133;77.0;21;92.0
43;Dans QP+200m    ;78;85.0;7;88.0
43;Dans QP+200m    ;87;83.0;9;90.0
100;Dans QP         ;166;90.0;30;91.0
100;Dans QP         ;138;79.0;13;98.0
63;Dans QP+200m    ;127;77.0;12;89.0
63;Dans QP+200m    ;163;83.0;24;92.0
83;Dans QP+200m    ;132;86.0;23;93.0
83;Dans QP+200m    ;143;89.0;15;94.0
63;Dans QP+200-300m;112;72.0;10;85.0
63;Dans QP+200-300m;109;72.0;10;89.0
56;Hors QP         ;121;89.0;15;95.0
56;Hors QP         ;139;86.0;22;93.0
46;Dans QP         ;85;60.0;11;89.0
46;Dans QP         ;88;85.0;12;85.0
61;Hors QP         ;107;92.0;25;92.0
61;Hors QP         ;98;85.0;24;94.0
56;Dans QP+200m    ;82;93.0;26;87.0
56;Dans QP+200m    ;78;88.0;24;86.0
49;Dans QP+200-300m;93;84.0;16;90.0
49;Dans QP+200-300m;87;82.0;15;90.0
83;Dans QP+200m    ;165;85.0;18;88.0
83;Dans QP+200m    ;117;74.0;8;92.0
52;Dans QP+200m    ;121;88.0;28;93.0
52;Dans QP+200m    ;94;82.0;13;90.0
31;Hors QP         ;95;74.0;6;91.0
31;Hors QP         ;75;83.0;13;90.0
66;Dans QP+200m    ;111;86.0;39;90.0
66;Dans QP+200m    ;107;81.0;18;87.0
60;Hors QP         ;94;84.0;17;96.0
60;Hors QP         ;119;90.0;28;88.0
56;Dans QP+200m    ;102;94.0;13;89.0
56;Dans QP+200m    ;102;86.0;10;90.0
53;Dans QP+200m    ;96;86.0;37;86.0
53;Dans QP+200m    ;90;81.0;21;86.0
35;Dans QP+200m    ;87;83.0;23;89.0
35;Dans QP+200m    ;96;74.0;25;90.0
68;Dans QP+200-300m;127;87.0;48;82.0
68;Dans QP+200-300m;127;90.0;48;86.0
67;Dans QP+200m    ;113;67.0;14;84.0
67;Dans QP+200m    ;118;76.0;23;86.0
53;Dans QP+200m    ;84;69.0;13;86.0
53;Dans QP+200m    ;84;85.0;15;91.0
55;Dans QP         ;80;90.0;22;87.0
55;Dans QP         ;80;78.0;13;88.0
46;Dans QP+200m    ;115;78.0;30;89.0
46;Dans QP+200m    ;100;93.0;30;93.0
65;Dans QP+200-300m;124;82.0;48;91.0
65;Dans QP+200-300m;128;95.0;51;90.0
46;Dans QP+200m    ;89;85.0;25;93.0
46;Dans QP+200m    ;89;85.0;25;88.0
64;Dans QP+200m    ;122;92.0;27;91.0
64;Dans QP+200m    ;147;84.0;21;84.0
72;Dans QP+200m    ;127;70.0;17;81.0
72;Dans QP+200m    ;123;89.0;23;92.0
76;Dans QP+200-300m;166;87.0;28;96.0
76;Dans QP+200-300m;150;92.0;27;90.0
104;Dans QP+200m    ;168;81.0;14;93.0
104;Dans QP+200m    ;183;83.0;16;92.0
45;Dans QP         ;91;99.0;23;94.0
45;Dans QP         ;67;78.0;13;93.0
87;Dans QP+200m    ;166;94.0;37;93.0
87;Dans QP+200m    ;182;89.0;33;91.0
46;Dans QP+200m    ;106;92.0;15;88.0
46;Dans QP+200m    ;84;74.0;11;93.0
106;Dans QP+200m    ;184;82.0;44;94.0
106;Dans QP+200m    ;176;74.0;37;92.0
49;Dans QP+200m    ;87;90.0;13;93.0
49;Dans QP+200m    ;97;93.0;18;86.0
36;Dans QP+200m    ;78;87.0;11;85.0
36;Dans QP+200m    ;70;90.0;13;82.0
68;Dans QP+200m    ;145;87.0;28;90.0
68;Dans QP+200m    ;119;87.0;32;84.0
72;Hors QP         ;120;85.0;21;93.0
72;Hors QP         ;123;86.0;33;94.0
63;Dans QP         ;112;88.0;15;85.0
63;Dans QP         ;109;82.0;18;85.0
59;Dans QP         ;174;74.0;19;91.0
59;Dans QP         ;133;69.0;13;90.0
85;Hors QP         ;173;87.0;30;93.0
85;Hors QP         ;183;91.0;45;95.0
76;Dans QP+200m    ;131;85.0;8;92.0
76;Dans QP+200m    ;123;91.0;23;89.0
52;Dans QP+200-300m;82;80.0;10;96.0
52;Dans QP+200-300m;108;77.0;13;91.0
73;Dans QP+200-300m;131;85.0;28;91.0
73;Dans QP+200-300m;117;77.0;16;87.0
89;Dans QP+200-300m;114;82.0;21;95.0
89;Dans QP+200-300m;147;86.0;38;94.0
79;Dans QP+200m    ;134;87.0;18;95.0
79;Dans QP+200m    ;143;83.0;15;89.0
67;Dans QP         ;117;91.0;24;92.0
67;Dans QP         ;129;88.0;18;89.0
60;Dans QP+200m    ;140;85.0;21;91.0
60;Dans QP+200m    ;149;91.0;22;94.0
82;Dans QP+200m    ;134;91.0;46;94.0
82;Dans QP+200m    ;136;85.0;42;90.0
46;Dans QP+200m    ;114;80.0;24;91.0
46;Dans QP+200m    ;103;89.0;27;88.0
69;Hors QP         ;115;89.0;22;89.0
69;Hors QP         ;148;72.0;11;90.0
72;Hors QP         ;144;65.0;23;88.0
72;Hors QP         ;118;75.0;18;91.0
50;Hors QP         ;95;75.0;13;94.0
50;Hors QP         ;99;72.0;19;96.0
64;Hors QP         ;88;84.0;12;88.0
64;Hors QP         ;101;96.0;26;90.0
114;Hors QP         ;188;89.0;51;93.0
114;Hors QP         ;172;83.0;27;88.0
81;Dans QP         ;144;76.0;18;86.0
81;Dans QP         ;125;69.0;27;93.0
97;Hors QP         ;151;82.0;33;89.0
97;Hors QP         ;154;83.0;43;90.0
100;Hors QP         ;176;85.0;51;88.0
100;Hors QP         ;147;82.0;56;91.0
59;Hors QP         ;69;93.0;6;89.0
59;Hors QP         ;82;72.0;5;89.0
32;Hors QP         ;65;83.0;12;82.0
32;Hors QP         ;61;85.0;5;88.0
19;Hors QP         ;65;94.0;8;87.0
19;Hors QP         ;56;96.0;4;96.0
83;;155;66.0;5;95.0
83;;118;86.0;15;92.0
224;Hors QP         ;314;74.0;18;96.0
224;Hors QP         ;399;69.0;13;95.0
63;Hors QP         ;190;80.0;27;92.0
63;Hors QP         ;177;55.0;8;95.0
263;Hors QP         ;355;77.0;23;95.0
263;Hors QP         ;272;83.0;13;94.0
38;Dans QP+200m    ;84;88.0;14;92.0
38;Dans QP+200m    ;104;93.0;38;89.0
40;Dans QP+200-300m;90;84.0;24;94.0
40;Dans QP+200-300m;98;91.0;37;91.0
75;Dans QP+200m    ;119;78.0;29;90.0
75;Dans QP+200m    ;149;85.0;38;90.0
63;Hors QP         ;96;90.0;18;93.0
63;Hors QP         ;119;83.0;18;95.0
51;Hors QP         ;88;89.0;13;91.0
51;Hors QP         ;120;82.0;26;88.0
60;Dans QP+200m    ;68;85.0;20;91.0
60;Dans QP+200m    ;71;93.0;10;93.0
26;Hors QP         ;47;85.0;7;92.0
26;Hors QP         ;51;92.0;11;100.0
56;Dans QP+200m    ;116;88.0;37;93.0
56;Dans QP+200m    ;108;89.0;27;87.0
30;Dans QP+200m    ;58;76.0;7;81.0
30;Dans QP+200m    ;57;89.0;5;85.0
43;Hors QP         ;68;88.0;19;95.0
43;Hors QP         ;70;79.0;15;86.0
80;Dans QP+200m    ;131;86.0;25;86.0
80;Dans QP+200m    ;109;89.0;24;95.0
37;Dans QP+200m    ;73;84.0;19;94.0
37;Dans QP+200m    ;69;91.0;15;89.0
49;Dans QP+200-300m;57;81.0;7;91.0
49;Dans QP+200-300m;83;66.0;17;85.0
45;Dans QP         ;74;78.0;6;81.0
45;Dans QP         ;67;73.0;10;77.0
40;Dans QP+200m    ;78;74.0;7;85.0
40;Dans QP+200m    ;68;88.0;10;89.0
58;Hors QP         ;103;69.0;20;87.0
58;Hors QP         ;85;68.0;13;93.0
99;Hors QP         ;162;72.0;20;90.0
99;Hors QP         ;197;72.0;24;95.0
52;Dans QP         ;122;70.0;23;80.0
52;Dans QP         ;122;61.0;19;83.0
71;Hors QP         ;141;85.0;21;95.0
71;Hors QP         ;137;86.0;29;96.0
104;Hors QP         ;176;73.0;27;94.0
104;Hors QP         ;166;82.0;31;89.0
53;Dans QP+200m    ;95;81.0;32;82.0
53;Dans QP+200m    ;105;92.0;30;91.0
97;Hors QP         ;148;86.0;34;97.0
97;Hors QP         ;192;79.0;42;96.0
47;Hors QP         ;93;77.0;16;85.0
47;Hors QP         ;92;93.0;28;93.0
67;Dans QP         ;117;94.0;34;92.0
67;Dans QP         ;126;94.0;35;90.0
80;Dans QP+200m    ;132;77.0;25;92.0
80;Dans QP+200m    ;132;83.0;26;89.0
31;Dans QP+200m    ;68;91.0;16;76.0
31;Dans QP+200m    ;65;78.0;12;78.0
88;Dans QP+200-300m;194;85.0;46;88.0
88;Dans QP+200-300m;167;86.0;43;89.0
37;Hors QP         ;87;80.0;16;85.0
37;Hors QP         ;45;62.0;4;87.0
40;Dans QP+200m    ;94;89.0;25;84.0
40;Dans QP+200m    ;81;83.0;15;77.0
70;Dans QP+200-300m;117;82.0;19;93.0
70;Dans QP+200-300m;113;82.0;14;82.0
99;Dans QP+200m    ;149;81.0;37;94.0
99;Dans QP+200m    ;155;85.0;44;83.0
80;Dans QP+200m    ;111;86.0;21;86.0
80;Dans QP+200m    ;127;76.0;15;86.0
52;Dans QP         ;89;79.0;9;82.0
52;Dans QP         ;94;62.0;9;87.0
65;Dans QP+200m    ;119;80.0;17;92.0
65;Dans QP+200m    ;106;81.0;14;90.0
60;Dans QP+200-300m;94;85.0;22;88.0
60;Dans QP+200-300m;110;87.0;27;91.0
36;Dans QP         ;85;78.0;6;84.0
36;Dans QP         ;66;79.0;8;82.0
70;Dans QP         ;100;62.0;8;85.0
70;Dans QP         ;138;73.0;11;86.0
81;Dans QP+200m    ;96;85.0;22;95.0
81;Dans QP+200m    ;138;91.0;36;94.0
60;Dans QP+200m    ;81;83.0;15;91.0
60;Dans QP+200m    ;75;68.0;12;90.0
69;Dans QP+200m    ;121;74.0;29;90.0
69;Dans QP+200m    ;108;69.0;23;85.0
78;Dans QP         ;112;75.0;16;75.0
78;Dans QP         ;112;82.0;13;76.0
84;Dans QP+200m    ;173;86.0;36;91.0
84;Dans QP+200m    ;175;79.0;28;82.0
45;Dans QP+200m    ;116;83.0;20;83.0
45;Dans QP+200m    ;87;87.0;12;89.0
97;Dans QP+200m    ;174;89.0;40;92.0
97;Dans QP+200m    ;162;86.0;30;89.0
64;Dans QP+200m    ;99;88.0;28;90.0
64;Dans QP+200m    ;81;98.0;29;92.0
47;Hors QP         ;75;80.0;16;91.0
47;Hors QP         ;66;79.0;20;86.0
46;Hors QP         ;76;87.0;21;83.0
46;Hors QP         ;72;86.0;22;83.0
29;Dans QP+200-300m;73;78.0;15;86.0
29;Dans QP+200-300m;82;87.0;17;86.0
52;Hors QP         ;91;84.0;20;96.0
52;Hors QP         ;82;87.0;8;95.0
38;Dans QP         ;65;71.0;10;89.0
38;Dans QP         ;49;61.0;3;83.0
38;Dans QP+200m    ;68;71.0;8;90.0
38;Dans QP+200m    ;70;79.0;11;73.0
41;Dans QP+200-300m;61;80.0;11;74.0
41;Dans QP+200-300m;75;76.0;7;68.0
59;Dans QP+200m    ;83;77.0;27;86.0
59;Dans QP+200m    ;101;70.0;18;81.0
42;Dans QP         ;44;91.0;10;77.0
42;Dans QP         ;42;86.0;9;80.0
22;Hors QP         ;35;100.0;12;92.0
22;Hors QP         ;41;95.0;15;77.0
68;Dans QP         ;100;89.0;32;88.0
68;Dans QP         ;112;76.0;19;92.0
60;Hors QP         ;74;82.0;12;92.0
60;Hors QP         ;77;73.0;15;84.0
21;Hors QP         ;61;75.0;12;85.0
21;Hors QP         ;61;80.0;6;94.0
57;Hors QP         ;93;70.0;7;90.0
57;Hors QP         ;95;72.0;14;88.0
68;Hors QP         ;106;82.0;17;80.0
68;Hors QP         ;130;74.0;24;83.0
84;Dans QP+200m    ;113;87.0;16;87.0
84;Dans QP+200m    ;114;87.0;14;88.0
48;Dans QP         ;87;78.0;12;94.0
48;Dans QP         ;86;84.0;8;92.0
35;Dans QP+200m    ;73;73.0;1;85.0
35;Dans QP+200m    ;49;71.0;7;85.0
40;Dans QP         ;84;77.0;7;90.0
40;Dans QP         ;82;83.0;12;89.0
72;Dans QP         ;116;78.0;22;88.0
72;Dans QP         ;105;82.0;19;89.0
69;Dans QP+200-300m;135;80.0;22;88.0
69;Dans QP+200-300m;134;72.0;14;92.0
52;Dans QP+200m    ;69;74.0;15;78.0
52;Dans QP+200m    ;53;79.0;8;74.0
59;Dans QP         ;134;82.0;15;87.0
59;Dans QP         ;132;89.0;21;88.0
58;Hors QP         ;87;82.0;13;90.0
58;Hors QP         ;112;77.0;23;91.0
44;Dans QP+200m    ;101;94.0;24;90.0
44;Dans QP+200m    ;96;81.0;14;91.0
72;Dans QP+200m    ;133;91.0;28;99.0
72;Dans QP+200m    ;137;94.0;29;96.0
60;Dans QP+200m    ;114;75.0;12;90.0
60;Dans QP+200m    ;111;71.0;10;91.0
66;Dans QP+200m    ;163;74.0;20;89.0
66;Dans QP+200m    ;147;77.0;33;93.0
61;Hors QP         ;121;87.0;10;94.0
61;Hors QP         ;140;73.0;11;88.0
95;Hors QP         ;147;95.0;50;94.0
95;Hors QP         ;189;89.0;42;93.0
42;Dans QP+200m    ;97;89.0;25;83.0
42;Dans QP+200m    ;100;84.0;19;87.0
97;Dans QP+200-300m;159;84.0;32;90.0
97;Dans QP+200-300m;167;80.0;34;90.0
106;Dans QP+200m    ;183;88.0;26;85.0
106;Dans QP+200m    ;174;82.0;20;81.0
87;Dans QP+200m    ;132;89.0;20;82.0
87;Dans QP+200m    ;128;92.0;23;81.0
29;Dans QP         ;64;86.0;11;97.0
29;Dans QP         ;59;81.0;9;84.0
58;Dans QP+200m    ;99;79.0;12;73.0
58;Dans QP+200m    ;66;89.0;7;78.0
115;Hors QP         ;152;82.0;35;91.0
115;Hors QP         ;183;83.0;27;93.0
80;Dans QP+200m    ;139;91.0;30;94.0
80;Dans QP+200m    ;131;92.0;30;92.0
101;Hors QP         ;178;75.0;27;92.0
101;Hors QP         ;191;85.0;46;90.0
60;Dans QP+200-300m;109;71.0;9;91.0
60;Dans QP+200-300m;113;81.0;21;93.0
44;Dans QP+200-300m;96;71.0;20;93.0
44;Dans QP+200-300m;97;81.0;24;92.0
73;Dans QP+200-300m;137;72.0;14;91.0
73;Dans QP+200-300m;144;71.0;14;87.0
95;Dans QP+200m    ;155;90.0;38;95.0
95;Dans QP+200m    ;142;79.0;25;90.0
35;Dans QP+200-300m;62;63.0;10;77.0
35;Dans QP+200-300m;54;67.0;9;83.0
51;Hors QP         ;97;86.0;27;89.0
51;Hors QP         ;110;85.0;29;96.0
28;Dans QP+200m    ;53;81.0;3;79.0
28;Dans QP+200m    ;35;86.0;1;84.0
85;Dans QP+200-300m;186;82.0;55;91.0
85;Dans QP+200-300m;193;84.0;60;87.0
100;Dans QP+200m    ;165;67.0;17;94.0
100;Dans QP+200m    ;158;84.0;20;94.0
72;Dans QP         ;137;66.0;15;78.0
72;Dans QP         ;109;87.0;20;83.0
59;Dans QP         ;110;59.0;7;82.0
59;Dans QP         ;112;81.0;16;93.0
81;Dans QP+200m    ;147;67.0;10;92.0
81;Dans QP+200m    ;118;76.0;27;84.0
55;Dans QP+200m    ;115;86.0;27;88.0
55;Dans QP+200m    ;122;86.0;36;89.0
95;Dans QP+200m    ;163;73.0;31;87.0
95;Dans QP+200m    ;133;79.0;28;87.0
40;Dans QP+200m    ;81;86.0;17;90.0
40;Dans QP+200m    ;71;92.0;11;89.0
61;Dans QP         ;124;81.0;31;91.0
61;Dans QP         ;121;88.0;23;98.0
63;Dans QP+200m    ;103;75.0;27;91.0
63;Dans QP+200m    ;89;72.0;15;93.0
54;Hors QP         ;99;80.0;13;92.0
54;Hors QP         ;88;83.0;12;93.0
90;Hors QP         ;138;83.0;48;92.0
90;Hors QP         ;150;88.0;48;95.0
33;Dans QP+200m    ;42;93.0;15;90.0
33;Dans QP+200m    ;49;94.0;10;85.0
32;Dans QP+200-300m;73;85.0;8;83.0
32;Dans QP+200-300m;68;82.0;7;86.0
29;Dans QP+200m    ;67;100.0;11;90.0
29;Dans QP+200m    ;64;91.0;10;88.0
13;Hors QP         ;31;94.0;9;93.0
58;Dans QP+200m    ;78;87.0;26;94.0
58;Dans QP+200m    ;92;87.0;16;94.0
64;Hors QP         ;136;96.0;39;92.0
64;Hors QP         ;147;97.0;36;89.0
59;Dans QP+200m    ;105;79.0;19;92.0
59;Dans QP+200m    ;104;74.0;13;93.0
14;Hors QP         ;33;94.0;1;79.0
14;Hors QP         ;45;84.0;7;88.0
57;Dans QP+200m    ;115;81.0;45;88.0
57;Dans QP+200m    ;81;63.0;19;87.0
